"payment_id","film_id","title","amount"
20824,741,"Roman Punk","0.99"
20825,698,"Princess Giant","4.99"
20826,821,"Sorority Queen","0.99"
20827,629,"Notorious Reunion","1.99"
20828,150,"Cider Desire","2.99"
20829,994,"Wyoming Storm","4.99"
20830,285,"English Bulworth","1.99"
20831,853,"Stranger Strangers","4.99"
20832,818,"Something Duck","5.99"
20833,70,"Bikini Borrowers","6.99"
20834,962,"Wasteland Divine","2.99"
20835,119,"Caper Motions","2.99"
20836,920,"Unbreakable Karate","4.99"
20837,597,"Moonwalker Fool","8.99"
20838,387,"Gun Bonnie","2.99"
20839,843,"Steel Santa","5.99"
20840,725,"Requiem Tycoon","4.99"
20841,477,"Jawbreaker Brooklyn","0.99"
20842,367,"Goldmine Tycoon","0.99"
20843,675,"Phantom Glory","2.99"
20844,341,"Frost Head","0.99"
20845,913,"Troopers Metal","6.99"
20846,760,"Samurai Lion","6.99"
20847,140,"Cheaper Clyde","0.99"
20848,849,"Storm Happiness","1.99"
20849,835,"Spy Mile","2.99"
20850,72,"Bill Others","2.99"
20851,61,"Beauty Grease","4.99"
20852,236,"Divine Resurrection","2.99"
20853,186,"Craft Outfield","0.99"
20854,895,"Tomorrow Hustler","7.99"
20855,649,"Oz Liaisons","3.99"
20856,806,"Sleepy Japanese","2.99"
20857,88,"Born Spinal","4.99"
20858,297,"Extraordinary Conquerer","2.99"
20859,617,"Natural Stock","1.99"
20860,276,"Element Freddy","6.99"
20861,890,"Tights Dawn","0.99"
20862,151,"Cincinatti Whisperer","8.99"
20863,873,"Sweethearts Suspects","6.99"
20864,314,"Fight Jawbreaker","1.99"
20865,10,"Aladdin Calendar","4.99"
20866,61,"Beauty Grease","4.99"
20867,395,"Handicap Boondock","2.99"
20868,479,"Jedi Beneath","0.99"
20869,791,"Show Lord","10.99"
20870,397,"Hanky October","6.99"
20871,774,"Searchers Wait","6.99"
20872,444,"Hustler Party","8.99"
20873,55,"Barbarella Streetcar","4.99"
20874,476,"Jason Trap","2.99"
20875,879,"Telegraph Voyage","6.99"
20876,723,"Reign Gentlemen","3.99"
20877,941,"Videotape Arsenic","4.99"
20878,979,"Witches Panic","4.99"
20879,634,"Odds Boogie","2.99"
20880,664,"Patriot Roman","2.99"
20881,118,"Canyon Stock","3.99"
20882,771,"Scorpion Apollo","4.99"
20883,188,"Crazy Home","2.99"
20884,474,"Jade Bunch","5.99"
20885,186,"Craft Outfield","0.99"
20886,698,"Princess Giant","7.99"
20887,51,"Balloon Homeward","2.99"
20888,880,"Telemark Heartbreakers","5.99"
20889,262,"Dumbo Lust","2.99"
20890,285,"English Bulworth","0.99"
20891,115,"Campus Remember","2.99"
20892,826,"Speed Suit","5.99"
20893,123,"Casablanca Super","4.99"
20894,178,"Connection Microcosmos","3.99"
20895,116,"Candidate Perdition","6.99"
20896,915,"Truman Crazy","4.99"
20897,715,"Range Moonwalker","4.99"
20898,972,"Whisperer Giant","8.99"
20899,770,"Scissorhands Slums","2.99"
20900,569,"Menagerie Rushmore","2.99"
20901,696,"Pride Alamo","0.99"
20902,424,"Holocaust Highball","0.99"
20903,937,"Varsity Trip","2.99"
20904,181,"Contact Anonymous","3.99"
20905,304,"Fargo Gandhi","2.99"
20906,624,"Nightmare Chill","4.99"
20907,871,"Sweden Shining","4.99"
20908,557,"Manchurian Curtain","2.99"
20909,296,"Express Lonely","2.99"
20910,920,"Unbreakable Karate","0.99"
20911,964,"Waterfront Deliverance","4.99"
20912,233,"Disciple Mother","0.99"
20913,51,"Balloon Homeward","2.99"
20914,700,"Prix Undefeated","7.99"
20915,91,"Bound Cheaper","0.99"
20916,356,"Giant Troopers","2.99"
20917,381,"Grinch Massage","4.99"
20918,307,"Fellowship Autumn","6.99"
20919,718,"Rebel Airport","0.99"
20920,528,"Lolita World","5.99"
20921,608,"Murder Antitrust","2.99"
20922,787,"Shining Roses","1.99"
20923,487,"Jingle Sagebrush","5.99"
20924,152,"Circus Youth","2.99"
20925,893,"Titans Jerk","8.99"
20926,969,"West Lion","4.99"
20927,653,"Panic Club","4.99"
20928,119,"Caper Motions","0.99"
20929,484,"Jerk Paycheck","3.99"
20930,366,"Goldfinger Sensibility","2.99"
20931,799,"Simon North","6.99"
20932,292,"Excitement Eve","6.99"
20933,489,"Juggler Hardly","5.99"
20934,518,"Liaisons Sweet","6.99"
20935,203,"Daisy Menagerie","8.99"
20936,499,"King Evolution","4.99"
20937,342,"Fugitive Maguire","4.99"
20938,598,"Mosquito Armageddon","1.99"
20939,660,"Party Knock","4.99"
20940,471,"Island Exorcist","2.99"
20941,951,"Voyage Legally","0.99"
20942,849,"Storm Happiness","0.99"
20943,267,"Eagles Panky","7.99"
20944,109,"Butterfly Chocolat","6.99"
20945,395,"Handicap Boondock","0.99"
20946,155,"Cleopatra Devil","0.99"
20947,1000,"Zorro Ark","4.99"
20948,133,"Chamber Italian","4.99"
20949,932,"Valley Packer","1.99"
20950,915,"Truman Crazy","4.99"
20951,580,"Mine Titans","6.99"
20952,986,"Wonka Sea","2.99"
20953,3,"Adaptation Holes","2.99"
20954,953,"Wait Cider","0.99"
20955,463,"Instinct Airport","5.99"
20956,63,"Bedazzled Married","0.99"
20957,998,"Zhivago Core","2.99"
20958,410,"Heaven Freedom","2.99"
20959,166,"Color Philadelphia","3.99"
20960,807,"Sleuth Orient","1.99"
20961,867,"Super Wyoming","4.99"
20962,308,"Ferris Mother","2.99"
20963,925,"United Pilot","0.99"
20964,635,"Oklahoma Jumanji","0.99"
20965,554,"Malkovich Pet","2.99"
20966,423,"Hollywood Anonymous","0.99"
20967,812,"Smoking Barbarella","0.99"
20968,933,"Vampire Whale","4.99"
20969,301,"Family Sweet","2.99"
20970,123,"Casablanca Super","4.99"
20971,15,"Alien Center","5.99"
20972,138,"Chariots Conspiracy","2.99"
20973,487,"Jingle Sagebrush","4.99"
20974,590,"Money Harold","2.99"
20975,828,"Spiking Element","2.99"
20976,220,"Deer Virginian","2.99"
20977,521,"Lies Treatment","6.99"
20978,776,"Secret Groundhog","7.99"
20979,587,"Mod Secretary","5.99"
20980,762,"Sassy Packer","0.99"
20981,342,"Fugitive Maguire","4.99"
20982,446,"Hysterical Grail","4.99"
20983,624,"Nightmare Chill","10.99"
20984,210,"Darko Dorado","4.99"
20985,30,"Anything Savannah","5.99"
20986,663,"Patient Sister","0.99"
20987,831,"Spirited Casualties","0.99"
20988,181,"Contact Anonymous","2.99"
20989,265,"Dying Maker","4.99"
20990,293,"Exorcist Sting","3.99"
20991,903,"Traffic Hobbit","4.99"
20992,575,"Midsummer Groundhog","9.99"
20993,527,"Lola Agent","4.99"
20994,655,"Panther Reds","4.99"
20995,11,"Alamo Videotape","3.99"
20996,957,"War Notting","6.99"
20997,985,"Wonderland Christmas","6.99"
20998,437,"House Dynamite","2.99"
20999,588,"Model Fish","4.99"
21000,624,"Nightmare Chill","9.99"
21001,945,"Virginian Pluto","1.99"
21002,12,"Alaska Phantom","1.99"
21003,891,"Timberland Sky","0.99"
21004,347,"Games Bowfinger","4.99"
21005,392,"Hall Cassidy","4.99"
21006,363,"Go Purple","3.99"
21007,560,"Mars Roman","2.99"
21008,397,"Hanky October","2.99"
21009,67,"Berets Agent","2.99"
21010,362,"Glory Tracy","2.99"
21011,922,"Undefeated Dalmations","4.99"
21012,980,"Wizard Coldblooded","4.99"
21013,68,"Betrayed Rear","6.99"
21014,190,"Creepers Kane","4.99"
21015,795,"Siege Madre","0.99"
21016,113,"California Birds","4.99"
21017,556,"Maltese Hope","4.99"
21018,23,"Anaconda Confessions","2.99"
21019,616,"National Story","2.99"
21020,656,"Papi Necklace","6.99"
21021,815,"Snatchers Montezuma","2.99"
21022,812,"Smoking Barbarella","0.99"
21023,571,"Metal Armageddon","3.99"
21024,945,"Virginian Pluto","0.99"
21025,938,"Velvet Terminator","9.99"
21026,920,"Unbreakable Karate","0.99"
21027,894,"Tomatoes Hellfighters","0.99"
21028,307,"Fellowship Autumn","5.99"
21029,47,"Baby Hall","4.99"
21030,273,"Effect Gladiator","0.99"
21031,25,"Angels Life","6.99"
21032,302,"Fantasia Park","2.99"
21033,652,"Pajama Jawbreaker","1.99"
21034,586,"Mockingbird Hollywood","0.99"
21035,868,"Superfly Trip","0.99"
21036,856,"Streetcar Intentions","6.99"
21037,164,"Coast Rainbow","5.99"
21038,344,"Fury Murder","4.99"
21039,92,"Bowfinger Gables","4.99"
21040,193,"Crossroads Casualties","2.99"
21041,611,"Musketeers Wait","6.99"
21042,876,"Tarzan Videotape","2.99"
21043,804,"Sleeping Suspects","4.99"
21044,102,"Bubble Grosse","5.99"
21045,336,"French Holiday","4.99"
21046,494,"Karate Moon","5.99"
21047,176,"Congeniality Quest","1.99"
21048,70,"Bikini Borrowers","6.99"
21049,529,"Lonely Elephant","3.99"
21050,150,"Cider Desire","3.99"
21051,484,"Jerk Paycheck","4.99"
21052,526,"Lock Rear","2.99"
21053,600,"Motions Details","0.99"
21054,638,"Operation Operation","2.99"
21055,862,"Summer Scarface","4.99"
21056,706,"Queen Luke","4.99"
21057,906,"Tramp Others","0.99"
21058,938,"Velvet Terminator","4.99"
21059,931,"Valentine Vanishing","0.99"
21060,534,"Louisiana Harry","0.99"
21061,341,"Frost Head","2.99"
21062,39,"Armageddon Lost","5.99"
21063,856,"Streetcar Intentions","4.99"
21064,850,"Story Side","0.99"
21065,989,"Working Microcosmos","4.99"
21066,920,"Unbreakable Karate","6.99"
21067,121,"Carol Texas","2.99"
21068,774,"Searchers Wait","6.99"
21069,851,"Straight Hours","1.99"
21070,678,"Pickup Driving","4.99"
21071,410,"Heaven Freedom","2.99"
21072,328,"Forever Candidate","2.99"
21073,924,"Unforgiven Zoolander","0.99"
21074,736,"Robbery Bright","6.99"
21075,64,"Beethoven Exorcist","2.99"
21076,563,"Massacre Usual","4.99"
21077,74,"Birch Antitrust","6.99"
21078,925,"United Pilot","4.99"
21079,296,"Express Lonely","2.99"
21080,989,"Working Microcosmos","6.99"
21081,911,"Trip Newton","4.99"
21082,320,"Flamingos Connecticut","4.99"
21083,77,"Birds Perdition","4.99"
21084,841,"Star Operation","6.99"
21085,543,"Madigan Dorado","4.99"
21086,707,"Quest Mussolini","5.99"
21087,232,"Dirty Ace","3.99"
21088,208,"Dares Pluto","2.99"
21089,99,"Bringing Hysterical","2.99"
21090,840,"Stampede Disturbing","2.99"
21091,251,"Dragonfly Strangers","7.99"
21092,908,"Trap Guys","9.99"
21093,702,"Pulp Beverly","7.99"
21094,694,"Prejudice Oleander","4.99"
21095,193,"Crossroads Casualties","3.99"
21096,28,"Anthem Luke","4.99"
21097,323,"Flight Lies","6.99"
21098,413,"Hedwig Alter","2.99"
21099,326,"Flying Hook","3.99"
21100,868,"Superfly Trip","0.99"
21101,850,"Story Side","0.99"
21102,451,"Igby Maker","4.99"
21103,132,"Chainsaw Uptown","0.99"
21104,827,"Spice Sorority","4.99"
21105,619,"Neighbors Charade","1.99"
21106,525,"Loathing Legally","0.99"
21107,572,"Metropolis Coma","2.99"
21108,717,"Rear Trading","0.99"
21109,296,"Express Lonely","2.99"
21110,944,"Virgin Daisy","4.99"
21111,57,"Basic Easy","5.99"
21112,200,"Curtain Videotape","0.99"
21113,657,"Paradise Sabrina","6.99"
21114,216,"Day Unfaithful","9.99"
21115,814,"Snatch Slipper","7.99"
21116,391,"Half Outfield","3.99"
21117,759,"Salute Apollo","5.99"
21118,461,"Insects Stone","0.99"
21119,89,"Borrowers Bedazzled","2.99"
21120,434,"Horror Reign","4.99"
21121,27,"Anonymous Human","0.99"
21122,677,"Pianist Outfield","3.99"
21123,169,"Comforts Rush","8.99"
21124,251,"Dragonfly Strangers","7.99"
21125,235,"Divide Monster","2.99"
21126,595,"Moon Bunch","1.99"
21127,748,"Rugrats Shakespeare","1.99"
21128,725,"Requiem Tycoon","6.99"
21129,871,"Sweden Shining","4.99"
21130,382,"Grit Clockwork","4.99"
21131,563,"Massacre Usual","4.99"
21132,479,"Jedi Beneath","0.99"
21133,548,"Magnificent Chitty","7.99"
21134,897,"Torque Bound","4.99"
21135,225,"Destination Jerk","5.99"
21136,563,"Massacre Usual","5.99"
21137,122,"Carrie Bunch","1.99"
21138,621,"Network Peak","2.99"
21139,901,"Tracy Cider","6.99"
21140,183,"Conversation Downhill","5.99"
21141,806,"Sleepy Japanese","2.99"
21142,997,"Youth Kick","2.99"
21143,21,"American Circus","5.99"
21144,282,"Encounters Curtain","3.99"
21145,330,"Forrester Comancheros","4.99"
21146,647,"Outfield Massacre","5.99"
21147,985,"Wonderland Christmas","9.99"
21148,381,"Grinch Massage","4.99"
21149,600,"Motions Details","4.99"
21150,574,"Midnight Westward","1.99"
21151,200,"Curtain Videotape","0.99"
21152,460,"Innocent Usual","6.99"
21153,395,"Handicap Boondock","0.99"
21154,320,"Flamingos Connecticut","4.99"
21155,12,"Alaska Phantom","2.99"
21156,418,"Hobbit Alien","0.99"
21157,170,"Command Darling","7.99"
21158,974,"Wild Apollo","0.99"
21159,745,"Roses Treasure","4.99"
21160,492,"Jungle Closer","1.99"
21161,363,"Go Purple","1.99"
21162,559,"Married Go","2.99"
21163,664,"Patriot Roman","4.99"
21164,103,"Bucket Brotherhood","4.99"
21165,209,"Darkness War","4.99"
21166,590,"Money Harold","3.99"
21167,878,"Teen Apollo","6.99"
21168,430,"Hook Chariots","0.99"
21169,907,"Translation Summer","0.99"
21170,168,"Comancheros Enemy","0.99"
21171,65,"Behavior Runaway","7.99"
21172,142,"Chicken Hellfighters","0.99"
21173,18,"Alter Victory","1.99"
21174,205,"Dances None","0.99"
21175,254,"Driver Annie","2.99"
21176,250,"Dragon Squad","0.99"
21177,723,"Reign Gentlemen","4.99"
21178,86,"Boogie Amelie","4.99"
21179,938,"Velvet Terminator","4.99"
21180,644,"Oscar Gold","2.99"
21181,549,"Magnolia Forrester","2.99"
21182,889,"Ties Hunger","6.99"
21183,140,"Cheaper Clyde","0.99"
21184,643,"Orient Closer","4.99"
21185,118,"Canyon Stock","0.99"
21186,187,"Cranes Reservoir","4.99"
21187,521,"Lies Treatment","4.99"
21188,377,"Grease Youth","0.99"
21189,114,"Camelot Vacation","6.99"
21190,159,"Closer Bang","4.99"
21191,528,"Lolita World","6.99"
21192,576,"Mighty Luck","2.99"
21193,448,"Idaho Love","2.99"
21194,191,"Crooked Frogmen","0.99"
21195,526,"Lock Rear","2.99"
21196,674,"Pet Haunting","0.99"
21197,24,"Analyze Hoosiers","4.99"
21198,795,"Siege Madre","0.99"
21199,71,"Bilko Anonymous","4.99"
21200,743,"Room Roman","1.99"
21201,727,"Resurrection Silverado","0.99"
21202,102,"Bubble Grosse","9.99"
21203,57,"Basic Easy","7.99"
21204,639,"Opposite Necklace","4.99"
21205,988,"Worker Tarzan","3.99"
21206,992,"Wrath Mile","0.99"
21207,893,"Titans Jerk","6.99"
21208,397,"Hanky October","2.99"
21209,572,"Metropolis Coma","6.99"
21210,336,"French Holiday","4.99"
21211,319,"Fish Opus","3.99"
21212,901,"Tracy Cider","6.99"
21213,709,"Racer Egg","2.99"
21214,912,"Trojan Tomorrow","3.99"
21215,122,"Carrie Bunch","0.99"
21216,734,"Road Roxanne","8.99"
21217,363,"Go Purple","1.99"
21218,663,"Patient Sister","0.99"
21219,72,"Bill Others","2.99"
21220,361,"Gleaming Jawbreaker","5.99"
21221,122,"Carrie Bunch","0.99"
21222,473,"Jacket Frisco","5.99"
21223,204,"Dalmations Sweden","0.99"
21224,502,"Knock Warlock","2.99"
21225,12,"Alaska Phantom","0.99"
21226,174,"Confidential Interview","4.99"
21227,83,"Blues Instinct","5.99"
21228,759,"Salute Apollo","2.99"
21229,624,"Nightmare Chill","4.99"
21230,555,"Mallrats United","4.99"
21231,365,"Gold River","8.99"
21232,865,"Sunrise League","9.99"
21233,462,"Insider Arizona","2.99"
21234,228,"Detective Vision","2.99"
21235,554,"Malkovich Pet","3.99"
21236,638,"Operation Operation","3.99"
21237,315,"Finding Anaconda","3.99"
21238,430,"Hook Chariots","2.99"
21239,179,"Conquerer Nuts","9.99"
21240,609,"Muscle Bright","4.99"
21241,616,"National Story","2.99"
21242,576,"Mighty Luck","4.99"
21243,856,"Streetcar Intentions","6.99"
21244,694,"Prejudice Oleander","6.99"
21245,851,"Straight Hours","4.99"
21246,682,"Pittsburgh Hunchback","7.99"
21247,921,"Uncut Suicides","2.99"
21248,394,"Hamlet Wisdom","3.99"
21249,877,"Taxi Kick","0.99"
21250,251,"Dragonfly Strangers","4.99"
21251,482,"Jeopardy Encino","0.99"
21252,521,"Lies Treatment","4.99"
21253,683,"Pity Bound","4.99"
21254,750,"Run Pacific","0.99"
21255,228,"Detective Vision","4.99"
21256,248,"Dozen Lion","4.99"
21257,69,"Beverly Outlaw","8.99"
21258,437,"House Dynamite","2.99"
21259,154,"Clash Freddy","2.99"
21260,31,"Apache Divine","6.99"
21261,222,"Desert Poseidon","6.99"
21262,520,"License Weekend","2.99"
21263,135,"Chance Resurrection","2.99"
21264,403,"Harry Idaho","4.99"
21265,753,"Rush Goodfellas","1.99"
21266,204,"Dalmations Sweden","2.99"
21267,169,"Comforts Rush","2.99"
21268,924,"Unforgiven Zoolander","0.99"
21269,437,"House Dynamite","2.99"
21270,800,"Sinners Atlantis","2.99"
21271,440,"Hunger Roof","0.99"
21272,745,"Roses Treasure","4.99"
21273,353,"Gentlemen Stage","4.99"
21274,560,"Mars Roman","3.99"
21275,894,"Tomatoes Hellfighters","0.99"
21276,319,"Fish Opus","4.99"
21277,918,"Twisted Pirates","4.99"
21278,965,"Watership Frontier","3.99"
21279,753,"Rush Goodfellas","0.99"
21280,89,"Borrowers Bedazzled","0.99"
21281,764,"Saturday Lambs","4.99"
21282,283,"Ending Crowds","2.99"
21283,503,"Kramer Chocolate","7.99"
21284,84,"Boiled Dares","4.99"
21285,538,"Loverboy Attacks","2.99"
21286,877,"Taxi Kick","5.99"
21287,852,"Strangelove Desire","4.99"
21288,905,"Trainspotting Strangers","4.99"
21289,395,"Handicap Boondock","0.99"
21290,301,"Family Sweet","4.99"
21291,388,"Gunfight Moon","0.99"
21292,636,"Oleander Clue","0.99"
21293,667,"Peach Innocent","8.99"
21294,361,"Gleaming Jawbreaker","2.99"
21295,798,"Silverado Goldfinger","8.99"
21296,77,"Birds Perdition","6.99"
21297,282,"Encounters Curtain","0.99"
21298,658,"Paris Weekend","2.99"
21299,347,"Games Bowfinger","4.99"
21300,135,"Chance Resurrection","3.99"
21301,641,"Orange Grapes","1.99"
21302,877,"Taxi Kick","0.99"
21303,285,"English Bulworth","4.99"
21304,298,"Eyes Driving","2.99"
21305,476,"Jason Trap","4.99"
21306,760,"Samurai Lion","2.99"
21307,131,"Center Dinosaur","4.99"
21308,78,"Blackout Private","2.99"
21309,267,"Eagles Panky","4.99"
21310,650,"Pacific Amistad","1.99"
21311,429,"Honey Ties","5.99"
21312,783,"Shane Darkness","2.99"
21313,655,"Panther Reds","4.99"
21314,824,"Spartacus Cheaper","8.99"
21315,61,"Beauty Grease","4.99"
21316,686,"Pluto Oleander","4.99"
21317,923,"Unfaithful Kill","2.99"
21318,797,"Silence Kane","1.99"
21319,546,"Madre Gables","3.99"
21320,57,"Basic Easy","2.99"
21321,556,"Maltese Hope","6.99"
21322,272,"Edge Kissing","4.99"
21323,100,"Brooklyn Desert","4.99"
21324,932,"Valley Packer","0.99"
21325,331,"Forward Temple","2.99"
21326,998,"Zhivago Core","0.99"
21327,120,"Caribbean Liberty","10.99"
21328,134,"Champion Flatliners","6.99"
21329,709,"Racer Egg","3.99"
21330,924,"Unforgiven Zoolander","2.99"
21331,841,"Star Operation","2.99"
21332,434,"Horror Reign","0.99"
21333,554,"Malkovich Pet","2.99"
21334,572,"Metropolis Coma","2.99"
21335,276,"Element Freddy","4.99"
21336,353,"Gentlemen Stage","4.99"
21337,871,"Sweden Shining","4.99"
21338,999,"Zoolander Fiction","6.99"
21339,995,"Yentl Idaho","4.99"
21340,725,"Requiem Tycoon","7.99"
21341,842,"State Wasteland","2.99"
21342,556,"Maltese Hope","6.99"
21343,371,"Gosford Donnie","7.99"
21344,908,"Trap Guys","10.99"
21345,603,"Movie Shakespeare","4.99"
21346,257,"Drumline Cyclone","3.99"
21347,414,"Hellfighters Sierra","5.99"
21348,724,"Remember Diary","2.99"
21349,951,"Voyage Legally","0.99"
21350,460,"Innocent Usual","10.99"
21351,875,"Talented Homicide","1.99"
21352,478,"Jaws Harry","2.99"
21353,243,"Doors President","5.99"
21354,922,"Undefeated Dalmations","4.99"
21355,753,"Rush Goodfellas","0.99"
21356,818,"Something Duck","8.99"
21357,380,"Greek Everyone","3.99"
21358,703,"Punk Divorce","5.99"
21359,629,"Notorious Reunion","0.99"
21360,753,"Rush Goodfellas","3.99"
21361,125,"Cassidy Wyoming","2.99"
21362,628,"Northwest Polish","2.99"
21363,489,"Juggler Hardly","0.99"
21364,634,"Odds Boogie","0.99"
21365,448,"Idaho Love","2.99"
21366,73,"Bingo Talented","2.99"
21367,519,"Liberty Magnificent","2.99"
21368,693,"Potter Connecticut","4.99"
21369,507,"Ladybugs Armageddon","4.99"
21370,806,"Sleepy Japanese","2.99"
21371,508,"Lambs Cincinatti","4.99"
21372,109,"Butterfly Chocolat","6.99"
21373,967,"Weekend Personal","2.99"
21374,625,"None Spiking","2.99"
21375,69,"Beverly Outlaw","7.99"
21376,921,"Uncut Suicides","2.99"
21377,869,"Suspects Quills","6.99"
21378,880,"Telemark Heartbreakers","2.99"
21379,590,"Money Harold","4.99"
21380,976,"Wind Phantom","0.99"
21381,537,"Lover Truman","8.99"
21382,346,"Galaxy Sweethearts","8.99"
21383,131,"Center Dinosaur","4.99"
21384,255,"Driving Polish","7.99"
21385,873,"Sweethearts Suspects","2.99"
21386,154,"Clash Freddy","2.99"
21387,122,"Carrie Bunch","0.99"
21388,146,"Chitty Lock","3.99"
21389,795,"Siege Madre","0.99"
21390,689,"Pollock Deliverance","2.99"
21391,9,"Alabama Devil","7.99"
21392,336,"French Holiday","6.99"
21393,236,"Divine Resurrection","2.99"
21394,818,"Something Duck","4.99"
21395,249,"Dracula Crystal","0.99"
21396,464,"Intentions Empire","2.99"
21397,887,"Thief Pelican","7.99"
21398,623,"Newton Labyrinth","1.99"
21399,216,"Day Unfaithful","8.99"
21400,4,"Affair Prejudice","2.99"
21401,527,"Lola Agent","6.99"
21402,360,"Glass Dying","0.99"
21403,730,"Ridgemont Submarine","4.99"
21404,245,"Double Wrath","3.99"
21405,201,"Cyclone Family","2.99"
21406,690,"Pond Seattle","4.99"
21407,738,"Rocketeer Mother","6.99"
21408,710,"Rage Games","4.99"
21409,45,"Attraction Newton","4.99"
21410,979,"Witches Panic","4.99"
21411,302,"Fantasia Park","3.99"
21412,929,"Usual Untouchables","4.99"
21413,670,"Pelican Comforts","4.99"
21414,122,"Carrie Bunch","0.99"
21415,360,"Glass Dying","4.99"
21416,826,"Speed Suit","7.99"
21417,473,"Jacket Frisco","2.99"
21418,698,"Princess Giant","5.99"
21419,780,"Sensibility Rear","4.99"
21420,331,"Forward Temple","2.99"
21421,563,"Massacre Usual","4.99"
21422,719,"Records Zorro","7.99"
21423,273,"Effect Gladiator","0.99"
21424,519,"Liberty Magnificent","2.99"
21425,578,"Million Ace","4.99"
21426,474,"Jade Bunch","2.99"
21427,879,"Telegraph Voyage","9.99"
21428,169,"Comforts Rush","2.99"
21429,164,"Coast Rainbow","2.99"
21430,864,"Sundance Invasion","0.99"
21431,552,"Majestic Floats","3.99"
21432,748,"Rugrats Shakespeare","0.99"
21433,69,"Beverly Outlaw","2.99"
21434,21,"American Circus","10.99"
21435,372,"Graceland Dynamite","4.99"
21436,344,"Fury Murder","6.99"
21437,24,"Analyze Hoosiers","3.99"
21438,18,"Alter Victory","0.99"
21439,212,"Darn Forrester","4.99"
21440,408,"Head Stranger","4.99"
21441,972,"Whisperer Giant","9.99"
21442,743,"Room Roman","2.99"
21443,670,"Pelican Comforts","9.99"
21444,456,"Inch Jet","4.99"
21445,524,"Lion Uncut","1.99"
21446,58,"Beach Heartbreakers","2.99"
21447,290,"Everyone Craft","0.99"
21448,447,"Ice Crossing","4.99"
21449,415,"High Encino","4.99"
21450,646,"Outbreak Divine","2.99"
21451,726,"Reservoir Adaptation","2.99"
21452,270,"Earth Vision","0.99"
21453,507,"Ladybugs Armageddon","0.99"
21454,890,"Tights Dawn","4.99"
21455,946,"Virtual Spoilers","6.99"
21456,347,"Games Bowfinger","4.99"
21457,907,"Translation Summer","2.99"
21458,75,"Bird Independence","7.99"
21459,163,"Clyde Theory","2.99"
21460,578,"Million Ace","4.99"
21461,13,"Ali Forever","9.99"
21462,494,"Karate Moon","2.99"
21463,821,"Sorority Queen","0.99"
21464,518,"Liaisons Sweet","4.99"
21465,562,"Masked Bubble","1.99"
21466,329,"Forrest Sons","2.99"
21467,130,"Celebrity Horn","0.99"
21468,115,"Campus Remember","3.99"
21469,227,"Details Packer","8.99"
21470,327,"Fool Mockingbird","10.99"
21471,729,"Rider Caddyshack","4.99"
21472,330,"Forrester Comancheros","4.99"
21473,609,"Muscle Bright","4.99"
21474,254,"Driver Annie","2.99"
21475,534,"Louisiana Harry","3.99"
21476,244,"Dorado Notting","4.99"
21477,846,"Sting Personal","4.99"
21478,870,"Swarm Gold","5.99"
21479,767,"Scalawag Duck","7.99"
21480,804,"Sleeping Suspects","4.99"
21481,453,"Image Princess","5.99"
21482,735,"Robbers Joon","2.99"
21483,7,"Airplane Sierra","7.99"
21484,266,"Dynamite Tarzan","0.99"
21485,951,"Voyage Legally","1.99"
21486,134,"Champion Flatliners","6.99"
21487,440,"Hunger Roof","0.99"
21488,783,"Shane Darkness","6.99"
21489,86,"Boogie Amelie","4.99"
21490,127,"Cat Coneheads","8.99"
21491,199,"Cupboard Sinners","4.99"
21492,437,"House Dynamite","4.99"
21493,256,"Drop Waterfront","4.99"
21494,647,"Outfield Massacre","5.99"
21495,536,"Lovely Jingle","2.99"
21496,564,"Massage Image","2.99"
21497,609,"Muscle Bright","2.99"
21498,246,"Doubtfire Labyrinth","4.99"
21499,424,"Holocaust Highball","0.99"
21500,738,"Rocketeer Mother","7.99"
21501,395,"Handicap Boondock","0.99"
21502,471,"Island Exorcist","4.99"
21503,434,"Horror Reign","0.99"
21504,618,"Necklace Outbreak","0.99"
21505,320,"Flamingos Connecticut","4.99"
21506,255,"Driving Polish","4.99"
21507,451,"Igby Maker","4.99"
21508,585,"Mob Duffel","2.99"
21509,639,"Opposite Necklace","4.99"
21510,912,"Trojan Tomorrow","5.99"
21511,352,"Gathering Calendar","0.99"
21512,658,"Paris Weekend","2.99"
21513,43,"Atlantis Cause","2.99"
21514,433,"Horn Working","2.99"
21515,265,"Dying Maker","4.99"
21516,610,"Music Boondock","0.99"
21517,833,"Splendor Patton","2.99"
21518,410,"Heaven Freedom","4.99"
21519,586,"Mockingbird Hollywood","0.99"
21520,336,"French Holiday","4.99"
21521,139,"Chasing Fight","6.99"
21522,681,"Pirates Roxanne","0.99"
21523,687,"Pocus Pulp","3.99"
21524,331,"Forward Temple","5.99"
21525,627,"North Tequila","4.99"
21526,220,"Deer Virginian","2.99"
21527,623,"Newton Labyrinth","1.99"
21528,435,"Hotel Happiness","4.99"
21529,912,"Trojan Tomorrow","4.99"
21530,946,"Virtual Spoilers","9.99"
21531,272,"Edge Kissing","6.99"
21532,648,"Outlaw Hanky","4.99"
21533,848,"Stone Fire","5.99"
21534,547,"Magic Mallrats","0.99"
21535,103,"Bucket Brotherhood","4.99"
21536,160,"Club Graffiti","0.99"
21537,100,"Brooklyn Desert","4.99"
21538,850,"Story Side","0.99"
21539,434,"Horror Reign","3.99"
21540,453,"Image Princess","2.99"
21541,397,"Hanky October","2.99"
