Movie Title;description;release_year;rental_duration;rental_rate;replacement_cost;rating;Genre;Revenue;payment_date;rental_date;return_date
Casablanca Super;A Amazing Panorama of a Crocodile And a Forensic Psychologist who must Pursue a Secret Agent in The First Manned Space Station;2006;6;4.99;22.99;G;Travel;4.99;2007/03/02 06:27:16.996577000;2005/08/02 07:58:50.000000000;2005/08/04 03:23:50.000000000
Casablanca Super;A Amazing Panorama of a Crocodile And a Forensic Psychologist who must Pursue a Secret Agent in The First Manned Space Station;2006;6;4.99;22.99;G;Travel;4.99;2007/02/17 05:47:02.996577000;2005/06/17 07:18:36.000000000;2005/06/19 01:43:36.000000000
Casablanca Super;A Amazing Panorama of a Crocodile And a Forensic Psychologist who must Pursue a Secret Agent in The First Manned Space Station;2006;6;4.99;22.99;G;Travel;4.99;2007/04/30 07:09:01.996577000;2005/07/30 08:40:35.000000000;2005/08/04 11:19:35.000000000
Casablanca Super;A Amazing Panorama of a Crocodile And a Forensic Psychologist who must Pursue a Secret Agent in The First Manned Space Station;2006;6;4.99;22.99;G;Travel;6.99;2007/04/10 08:57:45.996577000;2005/07/10 10:29:19.000000000;2005/07/18 06:50:19.000000000
Casablanca Super;A Amazing Panorama of a Crocodile And a Forensic Psychologist who must Pursue a Secret Agent in The First Manned Space Station;2006;6;4.99;22.99;G;Travel;4.99;2007/03/22 23:45:21.996577000;2005/08/23 01:16:55.000000000;2005/08/29 22:57:55.000000000
Casper Dragonfly;A Intrepid Documentary of a Boat And a Crocodile who must Chase a Robot in The Sahara Desert;2006;3;4.99;16.99;PG-13;Children;7.99;2007/03/21 18:30:00.996577000;2005/08/21 20:01:34.000000000;2005/08/27 18:33:34.000000000
Casper Dragonfly;A Intrepid Documentary of a Boat And a Crocodile who must Chase a Robot in The Sahara Desert;2006;3;4.99;16.99;PG-13;Children;8.99;2007/04/28 01:18:07.996577000;2005/07/28 02:49:41.000000000;2005/08/04 02:38:41.000000000
Casper Dragonfly;A Intrepid Documentary of a Boat And a Crocodile who must Chase a Robot in The Sahara Desert;2006;3;4.99;16.99;PG-13;Children;4.99;2007/03/02 20:21:34.996577000;2005/08/02 21:53:08.000000000;2005/08/05 22:36:08.000000000
Cassidy Wyoming;A Intrepid Drama of a Frisbee And a Hunter who must Kill a Secret Agent in New Orleans;2006;5;2.99;19.99;NC-17;Travel;3.99;2007/04/08 08:32:50.996577000;2005/07/08 10:04:24.000000000;2005/07/14 15:13:24.000000000
Cassidy Wyoming;A Intrepid Drama of a Frisbee And a Hunter who must Kill a Secret Agent in New Orleans;2006;5;2.99;19.99;NC-17;Travel;5.99;2007/03/19 04:51:14.996577000;2005/08/19 06:22:48.000000000;2005/08/27 07:47:48.000000000
Cassidy Wyoming;A Intrepid Drama of a Frisbee And a Hunter who must Kill a Secret Agent in New Orleans;2006;5;2.99;19.99;NC-17;Travel;3.99;2007/04/30 09:28:20.996577000;2005/07/30 10:59:54.000000000;2005/08/05 16:47:54.000000000
Casualties Encino;A Insightful Yarn of a A Shark And a Pastry Chef who must Face a Boy in A Monastery;2006;3;4.99;16.99;G;Action;9.99;2007/04/30 17:55:31.996577000;2005/07/30 19:27:05.000000000;2005/08/07 21:19:05.000000000
Casualties Encino;A Insightful Yarn of a A Shark And a Pastry Chef who must Face a Boy in A Monastery;2006;3;4.99;16.99;G;Action;8.99;2007/02/21 09:54:55.996577000;2005/06/21 11:26:29.000000000;2005/06/28 07:26:29.000000000
Casualties Encino;A Insightful Yarn of a A Shark And a Pastry Chef who must Face a Boy in A Monastery;2006;3;4.99;16.99;G;Action;9.99;2007/04/30 19:14:28.996577000;2005/07/30 20:46:02.000000000;2005/08/07 21:23:02.000000000
Casualties Encino;A Insightful Yarn of a A Shark And a Pastry Chef who must Face a Boy in A Monastery;2006;3;4.99;16.99;G;Action;10.99;2007/04/27 18:51:38.996577000;2005/07/27 20:23:12.000000000;2005/08/05 18:46:12.000000000
Cat Coneheads;A Fast-Paced Panorama of a Girl And a A Shark who must Confront a Boy in Ancient India;2006;5;4.99;14.99;G;Comedy;4.99;2007/02/20 02:48:40.996577000;2005/06/20 04:20:14.000000000;2005/06/21 01:13:14.000000000
Cat Coneheads;A Fast-Paced Panorama of a Girl And a A Shark who must Confront a Boy in Ancient India;2006;5;4.99;14.99;G;Comedy;4.99;2007/04/30 23:07:31.996577000;2005/08/01 00:39:05.000000000;2005/08/05 01:07:05.000000000
Cat Coneheads;A Fast-Paced Panorama of a Girl And a A Shark who must Confront a Boy in Ancient India;2006;5;4.99;14.99;G;Comedy;8.99;2007/02/19 06:01:26.996577000;2005/06/19 07:33:00.000000000;2005/06/28 03:05:00.000000000
Cat Coneheads;A Fast-Paced Panorama of a Girl And a A Shark who must Confront a Boy in Ancient India;2006;5;4.99;14.99;G;Comedy;5.99;2007/04/29 04:20:52.996577000;2005/07/29 05:52:26.000000000;2005/08/04 08:12:26.000000000
Cat Coneheads;A Fast-Paced Panorama of a Girl And a A Shark who must Confront a Boy in Ancient India;2006;5;4.99;14.99;G;Comedy;8.99;2007/04/27 04:22:16.996577000;2005/07/27 05:53:50.000000000;2005/08/05 04:19:50.000000000
Cat Coneheads;A Fast-Paced Panorama of a Girl And a A Shark who must Confront a Boy in Ancient India;2006;5;4.99;14.99;G;Comedy;4.99;2007/04/06 23:27:20.996577000;2005/07/07 00:58:54.000000000;2005/07/12 02:40:54.000000000
Cat Coneheads;A Fast-Paced Panorama of a Girl And a A Shark who must Confront a Boy in Ancient India;2006;5;4.99;14.99;G;Comedy;8.99;2007/03/19 12:55:29.996577000;2005/08/19 14:27:03.000000000;2005/08/28 09:15:03.000000000
Cat Coneheads;A Fast-Paced Panorama of a Girl And a A Shark who must Confront a Boy in Ancient India;2006;5;4.99;14.99;G;Comedy;4.99;2007/03/02 15:44:04.996577000;2005/08/02 17:15:38.000000000;2005/08/04 13:31:38.000000000
Cat Coneheads;A Fast-Paced Panorama of a Girl And a A Shark who must Confront a Boy in Ancient India;2006;5;4.99;14.99;G;Comedy;4.99;2007/04/09 14:37:45.996577000;2005/07/09 16:09:19.000000000;2005/07/14 21:10:19.000000000
Cat Coneheads;A Fast-Paced Panorama of a Girl And a A Shark who must Confront a Boy in Ancient India;2006;5;4.99;14.99;G;Comedy;4.99;2007/03/19 19:27:45.996577000;2005/08/19 20:59:19.000000000;2005/08/23 21:44:19.000000000
Cat Coneheads;A Fast-Paced Panorama of a Girl And a A Shark who must Confront a Boy in Ancient India;2006;5;4.99;14.99;G;Comedy;4.99;2007/03/01 00:19:21.996577000;2005/08/01 01:50:55.000000000;2005/08/03 04:12:55.000000000
Cat Coneheads;A Fast-Paced Panorama of a Girl And a A Shark who must Confront a Boy in Ancient India;2006;5;4.99;14.99;G;Comedy;6.99;2007/02/19 04:49:51.996577000;2005/06/19 06:21:25.000000000;2005/06/26 03:19:25.000000000
Cat Coneheads;A Fast-Paced Panorama of a Girl And a A Shark who must Confront a Boy in Ancient India;2006;5;4.99;14.99;G;Comedy;4.99;2007/04/30 12:26:20.996577000;2005/07/30 13:57:54.000000000;2005/08/03 12:23:54.000000000
Cause Date;A Taut Tale of a Explorer And a Pastry Chef who must Conquer a Hunter in A MySQL Convention;2006;3;2.99;16.99;R;Documentary;7.99;2007/03/01 02:51:15.996577000;2005/08/01 04:22:49.000000000;2005/08/09 04:39:49.000000000
Cause Date;A Taut Tale of a Explorer And a Pastry Chef who must Conquer a Hunter in A MySQL Convention;2006;3;2.99;16.99;R;Documentary;8.99;2007/03/02 00:48:45.996577000;2005/08/02 02:20:19.000000000;2005/08/11 05:50:19.000000000
Cause Date;A Taut Tale of a Explorer And a Pastry Chef who must Conquer a Hunter in A MySQL Convention;2006;3;2.99;16.99;R;Documentary;8.99;2007/04/09 06:33:40.996577000;2005/07/09 08:05:14.000000000;2005/07/18 04:36:14.000000000
Cause Date;A Taut Tale of a Explorer And a Pastry Chef who must Conquer a Hunter in A MySQL Convention;2006;3;2.99;16.99;R;Documentary;4.99;2007/03/23 14:51:34.996577000;2005/08/23 16:23:08.000000000;2005/08/28 20:30:08.000000000
Cause Date;A Taut Tale of a Explorer And a Pastry Chef who must Conquer a Hunter in A MySQL Convention;2006;3;2.99;16.99;R;Documentary;8.99;2007/04/07 19:25:13.996577000;2005/07/07 20:56:47.000000000;2005/07/16 00:51:47.000000000
Cause Date;A Taut Tale of a Explorer And a Pastry Chef who must Conquer a Hunter in A MySQL Convention;2006;3;2.99;16.99;R;Documentary;2.99;2007/03/18 02:44:41.996577000;2005/08/18 04:16:15.000000000;2005/08/20 09:16:15.000000000
Cause Date;A Taut Tale of a Explorer And a Pastry Chef who must Conquer a Hunter in A MySQL Convention;2006;3;2.99;16.99;R;Documentary;2.99;2007/04/07 12:10:24.996577000;2005/07/07 13:41:58.000000000;2005/07/09 15:32:58.000000000
Cause Date;A Taut Tale of a Explorer And a Pastry Chef who must Conquer a Hunter in A MySQL Convention;2006;3;2.99;16.99;R;Documentary;5.99;2007/03/22 09:24:08.996577000;2005/08/22 10:55:42.000000000;2005/08/28 06:59:42.000000000
Cause Date;A Taut Tale of a Explorer And a Pastry Chef who must Conquer a Hunter in A MySQL Convention;2006;3;2.99;16.99;R;Documentary;8.99;2007/04/10 10:26:04.996577000;2005/07/10 11:57:38.000000000;2005/07/19 15:38:38.000000000
Cause Date;A Taut Tale of a Explorer And a Pastry Chef who must Conquer a Hunter in A MySQL Convention;2006;3;2.99;16.99;R;Documentary;5.99;2007/03/17 18:01:10.996577000;2005/08/17 19:32:44.000000000;2005/08/23 13:36:44.000000000
Celebrity Horn;A Amazing Documentary of a Secret Agent And a Astronaut who must Vanquish a Hunter in A Shark Tank;2006;7;0.99;24.99;PG-13;Action;0.99;2007/04/30 07:14:14.996577000;2005/07/30 08:45:48.000000000;2005/08/01 03:18:48.000000000
Celebrity Horn;A Amazing Documentary of a Secret Agent And a Astronaut who must Vanquish a Hunter in A Shark Tank;2006;7;0.99;24.99;PG-13;Action;0.99;2007/02/16 01:14:53.996577000;2005/06/16 02:46:27.000000000;2005/06/23 00:56:27.000000000
Celebrity Horn;A Amazing Documentary of a Secret Agent And a Astronaut who must Vanquish a Hunter in A Shark Tank;2006;7;0.99;24.99;PG-13;Action;1.99;2007/04/30 11:28:11.996577000;2005/07/30 12:59:45.000000000;2005/08/07 18:17:45.000000000
Celebrity Horn;A Amazing Documentary of a Secret Agent And a Astronaut who must Vanquish a Hunter in A Shark Tank;2006;7;0.99;24.99;PG-13;Action;2.99;2007/02/21 14:23:03.996577000;2005/06/21 15:54:37.000000000;2005/06/30 13:43:37.000000000
Celebrity Horn;A Amazing Documentary of a Secret Agent And a Astronaut who must Vanquish a Hunter in A Shark Tank;2006;7;0.99;24.99;PG-13;Action;1.99;2007/03/01 21:05:37.996577000;2005/08/01 22:37:11.000000000;2005/08/09 02:37:11.000000000
Celebrity Horn;A Amazing Documentary of a Secret Agent And a Astronaut who must Vanquish a Hunter in A Shark Tank;2006;7;0.99;24.99;PG-13;Action;0.99;2007/02/18 07:53:16.996577000;2005/06/18 09:24:50.000000000;2005/06/24 07:59:50.000000000
Celebrity Horn;A Amazing Documentary of a Secret Agent And a Astronaut who must Vanquish a Hunter in A Shark Tank;2006;7;0.99;24.99;PG-13;Action;0.99;2007/04/30 21:54:29.996577000;2005/07/30 23:26:03.000000000;2005/08/04 21:18:03.000000000
Celebrity Horn;A Amazing Documentary of a Secret Agent And a Astronaut who must Vanquish a Hunter in A Shark Tank;2006;7;0.99;24.99;PG-13;Action;0.99;2007/03/01 23:41:01.996577000;2005/08/02 01:12:35.000000000;2005/08/09 22:55:35.000000000
Celebrity Horn;A Amazing Documentary of a Secret Agent And a Astronaut who must Vanquish a Hunter in A Shark Tank;2006;7;0.99;24.99;PG-13;Action;0.99;2007/02/18 18:07:31.996577000;2005/06/18 19:39:05.000000000;2005/06/21 13:54:05.000000000
Celebrity Horn;A Amazing Documentary of a Secret Agent And a Astronaut who must Vanquish a Hunter in A Shark Tank;2006;7;0.99;24.99;PG-13;Action;0.99;2007/04/29 09:16:50.996577000;2005/07/29 10:48:24.000000000;2005/07/30 06:29:24.000000000
Center Dinosaur;A Beautiful Character Study of a Sumo Wrestler And a Dentist who must Find a Dog in California;2006;5;4.99;12.99;PG;Classics;4.99;2007/02/15 01:52:40.996577000;2005/06/15 03:24:14.000000000;2005/06/18 22:37:14.000000000
Center Dinosaur;A Beautiful Character Study of a Sumo Wrestler And a Dentist who must Find a Dog in California;2006;5;4.99;12.99;PG;Classics;4.99;2007/04/28 06:49:21.996577000;2005/07/28 08:20:55.000000000;2005/07/30 11:55:55.000000000
Center Dinosaur;A Beautiful Character Study of a Sumo Wrestler And a Dentist who must Find a Dog in California;2006;5;4.99;12.99;PG;Classics;6.99;2007/02/20 21:26:27.996577000;2005/06/20 22:58:01.000000000;2005/06/27 00:26:01.000000000
Center Dinosaur;A Beautiful Character Study of a Sumo Wrestler And a Dentist who must Find a Dog in California;2006;5;4.99;12.99;PG;Classics;5.99;2007/04/29 01:50:41.996577000;2005/07/29 03:22:15.000000000;2005/08/04 21:38:15.000000000
Center Dinosaur;A Beautiful Character Study of a Sumo Wrestler And a Dentist who must Find a Dog in California;2006;5;4.99;12.99;PG;Classics;4.99;2007/02/21 13:58:37.996577000;2005/06/21 15:30:11.000000000;2005/06/22 21:12:11.000000000
Center Dinosaur;A Beautiful Character Study of a Sumo Wrestler And a Dentist who must Find a Dog in California;2006;5;4.99;12.99;PG;Classics;4.99;2007/04/30 22:26:56.996577000;2005/07/30 23:58:30.000000000;2005/08/01 00:55:30.000000000
Center Dinosaur;A Beautiful Character Study of a Sumo Wrestler And a Dentist who must Find a Dog in California;2006;5;4.99;12.99;PG;Classics;8.99;2007/04/29 22:13:09.996577000;2005/07/29 23:44:43.000000000;2005/08/07 18:14:43.000000000
Center Dinosaur;A Beautiful Character Study of a Sumo Wrestler And a Dentist who must Find a Dog in California;2006;5;4.99;12.99;PG;Classics;6.99;2007/04/06 09:38:53.996577000;2005/07/06 11:10:27.000000000;2005/07/13 12:56:27.000000000
Center Dinosaur;A Beautiful Character Study of a Sumo Wrestler And a Dentist who must Find a Dog in California;2006;5;4.99;12.99;PG;Classics;7.99;2007/02/17 05:55:11.996577000;2005/06/17 07:26:45.000000000;2005/06/25 13:06:45.000000000
Center Dinosaur;A Beautiful Character Study of a Sumo Wrestler And a Dentist who must Find a Dog in California;2006;5;4.99;12.99;PG;Classics;4.99;2007/03/02 09:23:40.996577000;2005/08/02 10:55:14.000000000;2005/08/06 05:58:14.000000000
Chainsaw Uptown;A Beautiful Documentary of a Boy And a Robot who must Discover a Squirrel in Australia;2006;6;0.99;25.99;PG;Sci-Fi;2.99;2007/04/30 16:31:07.996577000;2005/07/31 18:02:41.000000000;2005/08/08 17:04:41.000000000
Chainsaw Uptown;A Beautiful Documentary of a Boy And a Robot who must Discover a Squirrel in Australia;2006;6;0.99;25.99;PG;Sci-Fi;1.99;2007/03/02 14:19:21.996577000;2005/08/02 15:50:55.000000000;2005/08/09 18:28:55.000000000
Chainsaw Uptown;A Beautiful Documentary of a Boy And a Robot who must Discover a Squirrel in Australia;2006;6;0.99;25.99;PG;Sci-Fi;0.99;2007/04/11 17:11:15.996577000;2005/07/11 18:42:49.000000000;2005/07/12 23:19:49.000000000
Chainsaw Uptown;A Beautiful Documentary of a Boy And a Robot who must Discover a Squirrel in Australia;2006;6;0.99;25.99;PG;Sci-Fi;0.99;2007/03/17 13:27:17.996577000;2005/08/17 14:58:51.000000000;2005/08/19 16:07:51.000000000
Chainsaw Uptown;A Beautiful Documentary of a Boy And a Robot who must Discover a Squirrel in Australia;2006;6;0.99;25.99;PG;Sci-Fi;0.99;2007/04/10 15:43:09.996577000;2005/07/10 17:14:43.000000000;2005/07/12 19:27:43.000000000
Chainsaw Uptown;A Beautiful Documentary of a Boy And a Robot who must Discover a Squirrel in Australia;2006;6;0.99;25.99;PG;Sci-Fi;0.99;2007/03/19 13:47:21.996577000;2005/08/19 15:18:55.000000000;2005/08/24 11:59:55.000000000
Chainsaw Uptown;A Beautiful Documentary of a Boy And a Robot who must Discover a Squirrel in Australia;2006;6;0.99;25.99;PG;Sci-Fi;0.99;2007/04/10 06:43:18.996577000;2005/07/10 08:14:52.000000000;2005/07/14 04:13:52.000000000
Chainsaw Uptown;A Beautiful Documentary of a Boy And a Robot who must Discover a Squirrel in Australia;2006;6;0.99;25.99;PG;Sci-Fi;2.99;2007/03/18 12:58:03.996577000;2005/08/18 14:29:37.000000000;2005/08/26 09:47:37.000000000
Chainsaw Uptown;A Beautiful Documentary of a Boy And a Robot who must Discover a Squirrel in Australia;2006;6;0.99;25.99;PG;Sci-Fi;0.99;2007/04/08 14:20:17.996577000;2005/07/08 15:51:51.000000000;2005/07/12 16:58:51.000000000
Chainsaw Uptown;A Beautiful Documentary of a Boy And a Robot who must Discover a Squirrel in Australia;2006;6;0.99;25.99;PG;Sci-Fi;0.99;2007/03/23 14:05:57.996577000;2005/08/23 15:37:31.000000000;2005/08/28 18:41:31.000000000
Chamber Italian;A Fateful Reflection of a Moose And a Husband who must Overcome a Monkey in Nigeria;2006;7;4.99;14.99;NC-17;Music;4.99;2007/04/30 20:30:07.996577000;2005/07/31 22:01:41.000000000;2005/08/07 22:24:41.000000000
Chamber Italian;A Fateful Reflection of a Moose And a Husband who must Overcome a Monkey in Nigeria;2006;7;4.99;14.99;NC-17;Music;4.99;2007/03/17 05:58:10.996577000;2005/08/17 07:29:44.000000000;2005/08/19 02:06:44.000000000
Chamber Italian;A Fateful Reflection of a Moose And a Husband who must Overcome a Monkey in Nigeria;2006;7;4.99;14.99;NC-17;Music;4.99;2007/04/12 09:34:43.996577000;2005/07/12 11:06:17.000000000;2005/07/19 16:52:17.000000000
Chamber Italian;A Fateful Reflection of a Moose And a Husband who must Overcome a Monkey in Nigeria;2006;7;4.99;14.99;NC-17;Music;4.99;2007/03/18 03:42:02.996577000;2005/08/18 05:13:36.000000000;2005/08/25 04:00:36.000000000
Chamber Italian;A Fateful Reflection of a Moose And a Husband who must Overcome a Monkey in Nigeria;2006;7;4.99;14.99;NC-17;Music;4.99;2007/04/08 03:02:26.996577000;2005/07/08 04:34:00.000000000;2005/07/14 23:45:00.000000000
Chamber Italian;A Fateful Reflection of a Moose And a Husband who must Overcome a Monkey in Nigeria;2006;7;4.99;14.99;NC-17;Music;4.99;2007/03/20 02:18:41.996577000;2005/08/20 03:50:15.000000000;2005/08/27 22:24:15.000000000
Champion Flatliners;A Amazing Story of a Mad Cow And a Dog who must Kill a Husband in A Monastery;2006;4;4.99;21.99;PG;Animation;4.99;2007/04/06 02:53:08.996577000;2005/07/06 04:24:42.000000000;2005/07/09 02:37:42.000000000
Champion Flatliners;A Amazing Story of a Mad Cow And a Dog who must Kill a Husband in A Monastery;2006;4;4.99;21.99;PG;Animation;4.99;2007/03/19 14:07:05.996577000;2005/08/19 15:38:39.000000000;2005/08/21 14:33:39.000000000
Champion Flatliners;A Amazing Story of a Mad Cow And a Dog who must Kill a Husband in A Monastery;2006;4;4.99;21.99;PG;Animation;6.99;2007/03/01 01:57:36.996577000;2005/08/01 03:29:10.000000000;2005/08/07 06:16:10.000000000
Champion Flatliners;A Amazing Story of a Mad Cow And a Dog who must Kill a Husband in A Monastery;2006;4;4.99;21.99;PG;Animation;8.99;2007/04/08 07:51:52.996577000;2005/07/08 09:23:26.000000000;2005/07/16 04:03:26.000000000
Champion Flatliners;A Amazing Story of a Mad Cow And a Dog who must Kill a Husband in A Monastery;2006;4;4.99;21.99;PG;Animation;6.99;2007/03/21 07:53:39.996577000;2005/08/21 09:25:13.000000000;2005/08/27 11:48:13.000000000
Chance Resurrection;A Astounding Story of a Forensic Psychologist And a Forensic Psychologist who must Overcome a Moose in Ancient China;2006;3;2.99;22.99;R;Sports;4.99;2007/04/06 03:08:18.996577000;2005/07/06 04:39:52.000000000;2005/07/11 23:20:52.000000000
Chance Resurrection;A Astounding Story of a Forensic Psychologist And a Forensic Psychologist who must Overcome a Moose in Ancient China;2006;3;2.99;22.99;R;Sports;3.99;2007/03/22 18:12:42.996577000;2005/08/22 19:44:16.000000000;2005/08/26 22:57:16.000000000
Chance Resurrection;A Astounding Story of a Forensic Psychologist And a Forensic Psychologist who must Overcome a Moose in Ancient China;2006;3;2.99;22.99;R;Sports;4.99;2007/03/17 20:39:12.996577000;2005/08/17 22:10:46.000000000;2005/08/22 22:37:46.000000000
Chance Resurrection;A Astounding Story of a Forensic Psychologist And a Forensic Psychologist who must Overcome a Moose in Ancient China;2006;3;2.99;22.99;R;Sports;3.99;2007/03/01 14:09:01.996577000;2005/08/01 15:40:35.000000000;2005/08/05 18:46:35.000000000
Chance Resurrection;A Astounding Story of a Forensic Psychologist And a Forensic Psychologist who must Overcome a Moose in Ancient China;2006;3;2.99;22.99;R;Sports;5.99;2007/02/18 06:59:44.996577000;2005/06/18 08:31:18.000000000;2005/06/24 06:18:18.000000000
Chance Resurrection;A Astounding Story of a Forensic Psychologist And a Forensic Psychologist who must Overcome a Moose in Ancient China;2006;3;2.99;22.99;R;Sports;4.99;2007/04/28 06:08:05.996577000;2005/07/28 07:39:39.000000000;2005/08/02 05:34:39.000000000
Chance Resurrection;A Astounding Story of a Forensic Psychologist And a Forensic Psychologist who must Overcome a Moose in Ancient China;2006;3;2.99;22.99;R;Sports;4.99;2007/02/17 21:36:38.996577000;2005/06/17 23:08:12.000000000;2005/06/22 19:44:12.000000000
Chance Resurrection;A Astounding Story of a Forensic Psychologist And a Forensic Psychologist who must Overcome a Moose in Ancient China;2006;3;2.99;22.99;R;Sports;2.99;2007/04/30 08:24:23.996577000;2005/07/30 09:55:57.000000000;2005/08/01 14:21:57.000000000
Chance Resurrection;A Astounding Story of a Forensic Psychologist And a Forensic Psychologist who must Overcome a Moose in Ancient China;2006;3;2.99;22.99;R;Sports;8.99;2007/02/20 11:13:59.996577000;2005/06/20 12:45:33.000000000;2005/06/29 13:09:33.000000000
Chance Resurrection;A Astounding Story of a Forensic Psychologist And a Forensic Psychologist who must Overcome a Moose in Ancient China;2006;3;2.99;22.99;R;Sports;5.99;2007/03/01 11:04:35.996577000;2005/08/01 12:36:09.000000000;2005/08/07 07:42:09.000000000
Chance Resurrection;A Astounding Story of a Forensic Psychologist And a Forensic Psychologist who must Overcome a Moose in Ancient China;2006;3;2.99;22.99;R;Sports;8.99;2007/04/09 14:24:02.996577000;2005/07/09 15:55:36.000000000;2005/07/18 15:59:36.000000000
Chance Resurrection;A Astounding Story of a Forensic Psychologist And a Forensic Psychologist who must Overcome a Moose in Ancient China;2006;3;2.99;22.99;R;Sports;8.99;2007/03/19 16:22:08.996577000;2005/08/19 17:53:42.000000000;2005/08/28 20:49:42.000000000
Chaplin License;A Boring Drama of a Dog And a Forensic Psychologist who must Outrace a Explorer in Ancient India;2006;7;2.99;26.99;NC-17;New;2.99;2007/04/29 11:25:25.996577000;2005/07/29 12:56:59.000000000;2005/08/01 08:39:59.000000000
Chaplin License;A Boring Drama of a Dog And a Forensic Psychologist who must Outrace a Explorer in Ancient India;2006;7;2.99;26.99;NC-17;New;2.99;2007/04/08 21:42:42.996577000;2005/07/08 23:14:16.000000000;2005/07/14 23:23:16.000000000
Chaplin License;A Boring Drama of a Dog And a Forensic Psychologist who must Outrace a Explorer in Ancient India;2006;7;2.99;26.99;NC-17;New;2.99;2007/03/18 05:19:31.996577000;2005/08/18 06:51:05.000000000;2005/08/20 04:28:05.000000000
Chaplin License;A Boring Drama of a Dog And a Forensic Psychologist who must Outrace a Explorer in Ancient India;2006;7;2.99;26.99;NC-17;New;2.99;2007/03/20 14:30:54.996577000;2005/08/20 16:02:28.000000000;2005/08/23 14:29:28.000000000
Charade Duffel;A Action-Packed Display of a Man And a Waitress who must Build a Dog in A MySQL Convention;2006;3;2.99;21.99;PG;Sci-Fi;2.99;2007/03/01 15:42:41.996577000;2005/08/01 17:14:15.000000000;2005/08/04 12:34:15.000000000
Charade Duffel;A Action-Packed Display of a Man And a Waitress who must Build a Dog in A MySQL Convention;2006;3;2.99;21.99;PG;Sci-Fi;7.99;2007/02/20 01:59:44.996577000;2005/06/20 03:31:18.000000000;2005/06/28 00:35:18.000000000
Charade Duffel;A Action-Packed Display of a Man And a Waitress who must Build a Dog in A MySQL Convention;2006;3;2.99;21.99;PG;Sci-Fi;3.99;2007/04/28 15:57:28.996577000;2005/07/28 17:29:02.000000000;2005/08/01 22:17:02.000000000
Charade Duffel;A Action-Packed Display of a Man And a Waitress who must Build a Dog in A MySQL Convention;2006;3;2.99;21.99;PG;Sci-Fi;2.99;2007/04/27 17:57:35.996577000;2005/07/27 19:29:09.000000000;2005/07/30 16:28:09.000000000
Charade Duffel;A Action-Packed Display of a Man And a Waitress who must Build a Dog in A MySQL Convention;2006;3;2.99;21.99;PG;Sci-Fi;7.99;2007/02/15 18:28:37.996577000;2005/06/15 20:00:11.000000000;2005/06/23 18:03:11.000000000
Charade Duffel;A Action-Packed Display of a Man And a Waitress who must Build a Dog in A MySQL Convention;2006;3;2.99;21.99;PG;Sci-Fi;6.99;2007/04/27 08:15:38.996577000;2005/07/27 09:47:12.000000000;2005/08/03 13:19:12.000000000
Chariots Conspiracy;A Unbelieveable Epistle of a Robot And a Husband who must Chase a Robot in The First Manned Space Station;2006;5;2.99;29.99;R;Sci-Fi;6.99;2007/02/20 11:07:01.996577000;2005/06/20 12:38:35.000000000;2005/06/29 14:16:35.000000000
Chariots Conspiracy;A Unbelieveable Epistle of a Robot And a Husband who must Chase a Robot in The First Manned Space Station;2006;5;2.99;29.99;R;Sci-Fi;2.99;2007/04/27 11:28:55.996577000;2005/07/27 13:00:29.000000000;2005/07/29 12:15:29.000000000
Chariots Conspiracy;A Unbelieveable Epistle of a Robot And a Husband who must Chase a Robot in The First Manned Space Station;2006;5;2.99;29.99;R;Sci-Fi;2.99;2007/02/17 09:15:50.996577000;2005/06/17 10:47:24.000000000;2005/06/19 05:12:24.000000000
Chariots Conspiracy;A Unbelieveable Epistle of a Robot And a Husband who must Chase a Robot in The First Manned Space Station;2006;5;2.99;29.99;R;Sci-Fi;2.99;2007/04/30 05:41:33.996577000;2005/07/30 07:13:07.000000000;2005/08/01 12:18:07.000000000
Chariots Conspiracy;A Unbelieveable Epistle of a Robot And a Husband who must Chase a Robot in The First Manned Space Station;2006;5;2.99;29.99;R;Sci-Fi;2.99;2007/02/16 01:42:27.996577000;2005/06/16 03:14:01.000000000;2005/06/19 21:17:01.000000000
Chariots Conspiracy;A Unbelieveable Epistle of a Robot And a Husband who must Chase a Robot in The First Manned Space Station;2006;5;2.99;29.99;R;Sci-Fi;2.99;2007/03/01 04:52:14.996577000;2005/08/01 06:23:48.000000000;2005/08/06 03:47:48.000000000
Chariots Conspiracy;A Unbelieveable Epistle of a Robot And a Husband who must Chase a Robot in The First Manned Space Station;2006;5;2.99;29.99;R;Sci-Fi;2.99;2007/02/17 09:27:19.996577000;2005/06/17 10:58:53.000000000;2005/06/19 08:42:53.000000000
Chariots Conspiracy;A Unbelieveable Epistle of a Robot And a Husband who must Chase a Robot in The First Manned Space Station;2006;5;2.99;29.99;R;Sci-Fi;2.99;2007/04/27 00:00:32.996577000;2005/07/27 01:32:06.000000000;2005/07/30 21:33:06.000000000
Chariots Conspiracy;A Unbelieveable Epistle of a Robot And a Husband who must Chase a Robot in The First Manned Space Station;2006;5;2.99;29.99;R;Sci-Fi;2.99;2007/04/09 07:20:38.996577000;2005/07/09 08:52:12.000000000;2005/07/12 04:32:12.000000000
